Marca temporal,1. Sexo,2. Edad,Edad2,3. Ocupaci�n,Ocupacion Reca,4.1 El funcionamiento mec�nico de las bicicletas (Confiabilidad de los frenos, maniobrabilidad, seguridad, espejos, luces),4.2 El estado de las bicicletas (Limpieza, estado de las ruedas, frenos y asientos),4.3 La comodidad de las bicicletas,5. �Considera que el mantenimiento que reciben las bicicletas es suficiente?,6. �C�mo eval�a el funcionamiento general de las estaciones?,7. �C�mo eval�a la informaci�n general del SBP?,8.1 De bicicletas al momento de su uso,8.2 De lugar al momento de devolver la bicicleta,9. �Considera que los 30 minutos de uso de la bicicleta son suficientes?,1. Escuchar el ruido mec�nico,2. Chequear el historial de viajes mediante la aplicaci�n (APP),3. Pasar la TSC con el lector del totem,Ninguna de las 3,11. �Qu� factores lo motivan a usar el Sistema de Bicicletas P�blicas MI BICI TU BICI?,Otro,12. �Usted cree que utilizar� el Sistema de Bicicletas P�blicas cuando se implemente el pago del uso del mismo?,13. �Qu� modo de transporte utilizaba para realizar los viajes que hace actualmente en bicicleta?,Otro,14. En una escala de 0 a 10 �C�mo valora el grado de utilidad que tiene para usted este servicio?,15. En una escala de 0 a 10 �C�mo eval�a la satisfacci�n general del servicio?,,,,,,
3/9/2016 11:40:32,1. Femenino,40 a�os,40,Periodista integral y deportiva.-,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 6. A pie,,10,10,,,,,,,,
3/9/2016 11:40:35,2. Masculino,32,32,Profesional independiente,,Bueno,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 6. A pie,,8,8,,,,,,,
3/9/2016 11:40:53,2. Masculino,21,21,Estudiante,,Regular,Regular,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 6. A pie,,7,8,,,,,,,
3/9/2016 11:40:56,2. Masculino,39,39,Lic. en Comunicaci�n Social,,Muy Bueno,Regular,Muy Bueno,2. No,Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,7,8,,,,,
3/9/2016 11:41:14,2. Masculino,55,55,Comerciante,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,2. Auto como conductor,,9,8,,,,,,,,,,,
3/9/2016 11:41:16,2. Masculino,28,28,Empleado de Comercio,,Bueno,Bueno,Bueno,1. S�,Bueno,Regular,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,9,7,,,,,,,,,
3/9/2016 11:41:20,2. Masculino,33,33,Analista de sistemas,,Bueno,Bueno,Bueno,2. No,Bueno,Regular,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,
3/9/2016 11:41:34,2. Masculino,55,55,Comerciante,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,3. Salud, 4. Protecci�n del medioambiente,,1. S�,2. Auto como conductor,,9,8,,,,,,,,,,,
3/9/2016 11:41:34,2. Masculino,23,23,,,Regular,Regular,Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,7,7,,,,,,,
3/9/2016 11:42:06,2. Masculino,36,36,Programador,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,No,No,No,Si,5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 6. A pie, 8. Otro,Bici propia,9,9,,,,,,,,,
3/9/2016 11:42:15,2. Masculino,26,26,Kinesiologo,,Bueno,Bueno,Muy Bueno,1. S�,Regular,Ns/Nc,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo,,8,8,,,,,,,,,,,
3/9/2016 11:42:26,2. Masculino,24,24,Estudiante,,Bueno,Bueno,Bueno,2. No,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,8,,,,,,,,,
3/9/2016 11:42:37,2. Masculino,34,34,Empleado ,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,8,8,,,,,,,,,
3/9/2016 11:42:56,2. Masculino,32,32,Bancario/contador publico,,Regular,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,No,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,Movilidad desde un punto determinado a otro donde no hay una l�nea de colectivo que lo cubra,2. No,1. Colectivo, 2. Auto como conductor, 6. A pie,,9,7,,,,,,,
3/9/2016 11:43:01,1. Femenino,23,23,Empleada,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,2. No,1. Colectivo, 4. Taxi / Remis,,8,7,,,,,,,,,
3/9/2016 11:43:11,2. Masculino,37,37,Empleado,,Bueno,Bueno,Muy Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,99. Ns/Nc,1. Colectivo,,8,8,,,,,,,,,,,
3/9/2016 11:43:18,1. Femenino,22,22,Estudiante,,Bueno,Muy Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,9,9,,,,,,,,
3/9/2016 11:43:26,1. Femenino,24,24,Estudiante - Administrativa en clinica de Medicina Laboral,,Malo,Regular,Regular,2. No,Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,9,7,,,,,,,,
3/9/2016 11:43:29,2. Masculino,33,33,Empleado,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,9,8,,,,,,,,
3/9/2016 11:43:50,1. Femenino,30,30,Empleada,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo,,9,9,,,,,,,,
3/9/2016 11:43:57,1. Femenino,24,24,Estudiante - administrativa medio tiempo,,Regular,Regular,Bueno,2. No,Bueno,Regular,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 6. A pie, 8. Otro,Mi bicicleta propia,10,6,,,,,,,,
3/9/2016 11:44:11,1. Femenino,21,21,Estudiante,,Bueno,Bueno,Bueno,99. Ns/Nc,Regular,Muy Bueno,Suficiente,Suficiente,99. Ns/Nc,Si,Si,No,usa alguna,4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante,,8,9,,,,,,,,,
3/9/2016 11:44:16,2. Masculino,27,27,empleado,,Regular,Regular,Muy Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,8,7,,,,,,,
3/9/2016 11:44:42,2. Masculino,25,25,Empleado,,Bueno,Regular,Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,2. No,1. Colectivo, 6. A pie,,7,8,,,,,,,,,
3/9/2016 11:44:47,2. Masculino,23,23,Estudiante,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Regular,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo,,10,10,,,,,,,,
3/9/2016 11:45:01,2. Masculino,30,30,Ing. Electr�nico, desarrollo de software,,Bueno,Regular,Muy Bueno,2. No,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,9,7,,,,,,,
3/9/2016 11:45:01,1. Femenino,39,39,empleado,,Regular,Bueno,Muy Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,7,7,,,,,,,,
3/9/2016 11:45:09,2. Masculino,38,38,"Estudiante

Profesor particular

Otros trabajos",,Bueno,Bueno,Bueno,99. Ns/Nc,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,Para pasear por la ciudad,  especialmente fin de semana,99. Ns/Nc,8. Otro,Mi propia bici :),9,10,,,,,,
3/9/2016 11:45:18,1. Femenino,28,28,Docente,,Bueno,Bueno,Muy Bueno,99. Ns/Nc,Regular,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo,,9,8,,,,,,,,,,
3/9/2016 11:45:43,2. Masculino,26,26,Periodista,,Bueno,Bueno,Bueno,1. S�,Muy Bueno,Muy Bueno,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie, 8. Otro,Bicicleta propia,9,9,,,,,,
3/9/2016 11:45:48,2. Masculino,40,40,Docente,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud, 4. Protecci�n del medioambiente, 6. Otro,"Apoyar este tipo de pol�ticas urbanas. El esfuerzo es hermoso y vale la pena! solamente mi ""queja"" tiene que ver con amplificar el cuidado de los frenos. Vez pasada, literalmente, casi me mato! pues saqu� una bici, arranqu� sin problema alguno, era una bajada cerca del Parque Espa�a, iba relativamente en descenso y al querer frenar, los frenos no andaban. Me asust� mucho y por suerte no pasaba ningun auto pero tuve que frenar con los pies y as� y todo fue dificultoso...y muy peligroso que puede costar vidas innecesarias. ",1. S�,1. Colectivo, 3. Auto como acompa�ante, 6. A pie,,10,8,,,,,,,,
3/9/2016 11:45:50,1. Femenino,32,32,Lic en adm,,Muy Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,2. No,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis,,10,10,,,,,,,,,
3/9/2016 11:45:57,2. Masculino,26,26,Estudiante,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,7,,,,,,,
3/9/2016 11:46:04,2. Masculino,60,60,Arquitecto,,Bueno,Bueno,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,No,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor,,10,8,,,,,,,
3/9/2016 11:46:06,2. Masculino,38,38,Empleado,,Bueno,Bueno,Bueno,2. No,Bueno,Bueno,Suficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,2. No,1. Colectivo, 2. Auto como conductor, 6. A pie,,8,8,,,,,,,,
3/9/2016 11:46:29,2. Masculino,31,31,Desarrollador web,,Bueno,Regular,Regular,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,8,5,,,,,,,,
3/9/2016 11:46:29,1. Femenino,23,23,Empleada ,,Bueno,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 2. Auto como conductor, 3. Auto como acompa�ante, 6. A pie,,8,8,,,,,,,
3/9/2016 11:46:47,2. Masculino,43,43,empleado,,Bueno,Bueno,Bueno,2. No,Bueno,Bueno,Insuficiente,Insuficiente,1. S�,Si,No,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 11:46:55,2. Masculino,22,22,Estudiante, empleado en restaurante de comidas r�pidas ,,Regular,Malo,Bueno,2. No,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,Si,Si,usa alguna,6. Otro,Ahorro de tiempo,salud, ahorro de dinero,protecci�n de medio ambiente,comodidad,1. S�,1. Colectivo,,10,5,,,,,,,
3/9/2016 11:47:07,1. Femenino,23,23,Estudiante,,Bueno,Muy Malo,Bueno,2. No,Regular,Regular,Insuficiente,Insuficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 3. Auto como acompa�ante, 4. Taxi / Remis, 6. A pie, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,8,5,,,,
3/9/2016 11:47:14,1. Femenino,27,27,EMPLEADA,,Muy Bueno,Muy Bueno,Muy Bueno,99. Ns/Nc,Muy Bueno,Muy Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie, 8. Otro,Bici propia, inseguridad a robos dej� de usarla,10,10,,,,,
3/9/2016 11:47:17,1. Femenino,27,27,Empleada y estudiante ,,Regular,Bueno,Muy Bueno,2. No,Muy Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 4. Taxi / Remis,,8,8,,,,,,,,,
3/9/2016 11:47:23,2. Masculino,29,29,Abogado,,Bueno,Regular,Bueno,2. No,Bueno,Bueno,Insuficiente,Suficiente,2. No,No,No,No,Si,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,La gratuidad del servicio, igual que en la Ciudad Aut�noma de Buenos Aires, pero como mejor disponibilidad.,2. No,1. Colectivo, 2. Auto como conductor,,10,9,,,,,
3/9/2016 11:47:36,1. Femenino,23,23,Estudiante,,Bueno,Regular,Bueno,2. No,Bueno,Regular,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,3. Salud,,99. Ns/Nc,1. Colectivo, 2. Auto como conductor, 6. A pie,,8,7,,,,,,,,,,
3/9/2016 11:47:36,1. Femenino,26,26,Arquitecta,,Bueno,Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad,,1. S�,1. Colectivo,,10,10,,,,,,,,,,
3/9/2016 11:47:38,2. Masculino,30,30,,,Bueno,Muy Bueno,Muy Bueno,1. S�,Muy Bueno,Ns/Nc,Suficiente,Suficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 3. Auto como acompa�ante, 4. Taxi / Remis, 6. A pie,,8,8,,,,,
3/9/2016 11:47:42,1. Femenino,33,33,Profesional independiente,,Muy Bueno,Regular,Bueno,2. No,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,3. Salud, 6. Otro,"-""Despeje"", relajaci�n...
-Ahorro de dinero HASTA AHORA porque es gratis. Si se establece el costo en un pasaje y medio de colectivo, como he escuchado, no hay grandes posibilidades de que siga usando las bicicletas porque me resulta excesivamente caro ese precio.",99. Ns/Nc,1. Colectivo,,7,7,,,,,,,,,,,
3/9/2016 11:47:52,2. Masculino,32,32,Empleado,,Regular,Regular,Malo,2. No,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,No,No,No,Si,2. Ahorro de dinero,,2. No,1. Colectivo, 6. A pie,,7,7,,,,,,,,,,,
3/9/2016 11:47:54,2. Masculino,31,31,Empleado administrativo,,Bueno,Bueno,Malo,99. Ns/Nc,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud,,99. Ns/Nc,6. A pie,,5,7,,,,,,,,,,,
3/9/2016 11:48:04,2. Masculino,32,32,,,Regular,Malo,Regular,2. No,Bueno,Bueno,Suficiente,Insuficiente,1. S�,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,2. Auto como conductor, 6. A pie,,9,4,,,,,,,
3/9/2016 11:48:14,2. Masculino,27,27,Estudiante ,,Bueno,Bueno,Bueno,2. No,Muy Bueno,Ns/Nc,Insuficiente,Suficiente,2. No,Si,Si,Si,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,9,9,,,,,,,,,
3/9/2016 11:48:16,2. Masculino,32,32,servicio tecnico,,Regular,Bueno,Bueno,1. S�,Regular,Bueno,Insuficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,8,7,,,,,,,,
3/9/2016 11:48:18,1. Femenino,26,26,Empleada de comercio,,Regular,Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,1. Colectivo, 6. A pie,,7,8,,,,,,,,,
3/9/2016 11:48:33,1. Femenino,22,22,QC Analyst,,Bueno,Regular,Bueno,2. No,Muy Bueno,Bueno,Suficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 6. Otro,Placer,2. No,1. Colectivo, 9. Ninguno de los anteriores (Es un viaje que antes no hac�a),,10,8,,,,,,,
3/9/2016 11:48:38,1. Femenino,28,28,Arquitecta,,Regular,Regular,Muy Bueno,2. No,Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,8,,,,,,,
3/9/2016 11:48:45,2. Masculino,22 a�os,22,Estudiante,,Regular,Regular,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 5. Comodidad, 6. Otro,Choque mi auto y la bici es mas c�modo y eficiente que el colectivo,2. No,1. Colectivo, 2. Auto como conductor, 6. A pie,,7,7,,,,,,,
3/9/2016 11:48:46,2. Masculino,24,24,estudiante,,Bueno,Bueno,Bueno,2. No,Muy Bueno,Bueno,Insuficiente,Insuficiente,2. No,No,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 4. Protecci�n del medioambiente, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,10,7,,,,,,,,
3/9/2016 11:48:46,2. Masculino,26,26,Periodista,,Regular,Regular,Regular,2. No,Malo,Regular,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero,,99. Ns/Nc,1. Colectivo,,7,5,,,,,,,,,,,
3/9/2016 11:48:54,1. Femenino,24,24,Contadora,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 5. Comodidad,,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie,,9,10,,,,,,,
3/9/2016 11:49:06,1. Femenino,22,22,Estudiante y empleada ,,Bueno,Bueno,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 5. Comodidad,,1. S�,4. Taxi / Remis, 5. Moto / Ciclomotor, 6. A pie,,10,8,,,,,,,,,
3/9/2016 11:49:08,1. Femenino,19,19,Estudiante,,Regular,Muy Bueno,Muy Bueno,1. S�,Regular,Muy Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,2. Ahorro de dinero, 3. Salud, 5. Comodidad,,2. No,1. Colectivo,,8,8,,,,,,,,,,
3/9/2016 11:49:09,1. Femenino,22,22,Estudiante y emprendedora,,Bueno,Muy Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Insuficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 6. A pie,,9,8,,,,,,,,
3/9/2016 11:49:11,2. Masculino,57,57,"lic. en enfermer�a
profesor de teatro ",,Muy Bueno,Regular,Muy Bueno,1. S�,Bueno,Muy Bueno,Suficiente,Suficiente,2. No,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,9,8,,,,,
3/9/2016 11:49:18,1. Femenino,35,35,Docente ,,Bueno,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,5,,,,,,,
3/9/2016 11:49:36,1. Femenino,35,35,Docente ,,Bueno,Bueno,Muy Bueno,2. No,Bueno,Muy Bueno,Insuficiente,Suficiente,1. S�,Si,Si,Si,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,1. S�,1. Colectivo, 6. A pie,,10,5,,,,,,,
3/9/2016 11:49:39,2. Masculino,33,33,Empleado,,Bueno,Bueno,Muy Malo,2. No,Muy Bueno,Bueno,Suficiente,Suficiente,1. S�,Si,Si,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,10,6,,,,,,
3/9/2016 11:49:40,2. Masculino,34,34,Ingeniero Civil,,Muy Bueno,Muy Bueno,Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente, 5. Comodidad, 6. Otro,Seguridad delictiva,1. S�,1. Colectivo, 4. Taxi / Remis, 6. A pie, 8. Otro,Bicicleta propia,9,9,,,,
3/9/2016 11:49:49,2. Masculino,28,28,Profesional,,Bueno,Bueno,Muy Bueno,1. S�,Bueno,Bueno,Insuficiente,Suficiente,1. S�,Si,Si,No,usa alguna,2. Ahorro de dinero, 3. Salud, 4. Protecci�n del medioambiente,,1. S�,5. Moto / Ciclomotor,,8,9,,,,,,,,,,
3/9/2016 11:49:51,2. Masculino,24,24,Estudiante,,Bueno,Muy Bueno,Bueno,2. No,Regular,Bueno,Insuficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 5. Comodidad,,2. No,1. Colectivo, 6. A pie,,8,7,,,,,,,,,,
3/9/2016 11:49:53,2. Masculino,26,26,Empleado,,Bueno,Bueno,Bueno,1. S�,Bueno,Bueno,Suficiente,Suficiente,2. No,Si,Si,No,usa alguna,1. Ahorro de tiempo, 3. Salud, 4. Protecci�n del medioambiente,,99. Ns/Nc,1. Colectivo, 4. Taxi / Remis, 6. A pie,,8,8,,,,,,,,
3/9/2016 11:49:53,2. Masculino,44,44,EMPLEADO,,Muy Bueno,Bueno,Bueno,2. No,Muy Bueno,Muy Bueno,Suficiente,Insuficiente,2. No,Si,No,No,usa alguna,1. Ahorro de tiempo, 3. Salud,,1. S�,1. Colectivo, 2. Auto como conductor, 4. Taxi / Remis, 6. A pie,,9,8,,,,,,,,
